id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,sentiment,sentiment_confidence,authenticity_score,normalized_rating
Ci9DQUlRQUNvZENodHljRjlvT2s5SE1VNUJVVkJUV1dsZkxUWnFRbnB1TUc1TlMyYxAB,"Food is one thing, but the staff attitude here is the real disappointment. They behave like they're doing you a favor instead of serving customers. If you use a discount, they treat you like a burden, as if the money comes from their pocket. Respect for customers is missing, and that ruins the whole experience",a month ago,2025-11-05 16:53:35.359087,1.0,Aman Tripathi,0,https://www.google.com/maps/contrib/100093797315463313644/reviews?hl=en,,negative,0.709,0.25,1.35
ChZDSUhNMG9nS0VJQ0FnSURuak9UeFFREAE,"KFC:- Finger-lickin' 💯 I recently had the pleasure of dining at KFC, and it was a truly satisfying experience. The restaurant was clean and inviting, with friendly staff eager to assist. I ordered their classic Original Recipe chicken, and it was every bit as delicious as I remembered. The crispy skin was perfectly seasoned, and the meat was juicy and tender. The mashed potatoes and gravy were the perfect accompaniment, and the biscuits were warm and flaky. The service was prompt and efficient, and the overall atmosphere was enjoyable. Whether you're craving a quick bite or a family meal, KFC is a reliable choice for delicious fried chicken. I highly recommend it!",a year ago,2025-11-05 16:53:35.360066,5.0,Seema kumari,22,https://www.google.com/maps/contrib/109779378854319741613/reviews?hl=en,,positive,0.828,0.61,4.64
Ci9DQUlRQUNvZENodHljRjlvT2tOQ016TnNiM2hJYjBsMVQyaENVa0ZqYmkweU9YYxAB,I found a hair in a leg piece... Complaint ke baad bol rhe apka hair hai ye ... Tried for the 1st time Taste was also not good ....iced  Coffee was too much diluted with extra ice on it ... Staff behaviour was also not good ...  They Should know how to talk first,2 months ago,2025-11-05 16:53:35.361210,1.0,Saurabh Thakur,0,https://www.google.com/maps/contrib/118039657799971691081/reviews?hl=en,,negative,0.338,0.35,1.04
Ci9DQUlRQUNvZENodHljRjlvT2s5Q2FEaFNPR0pGVm05NExYSklZekJyT1ZGTFFtYxAB,Here the taste of the food is very good.Ther service and delivery time is also good and don't make you wait for too long.Has sufficient space.,2 months ago,2025-11-05 16:53:35.362016,5.0,madhulika ganguly,1,https://www.google.com/maps/contrib/113781819841269244119/reviews?hl=en,,positive,0.456,0.22,3.99
ChdDSUhNMG9nS0VJQ0FnSUM2aXFQMWdnRRAB,"Last month I went there at 11:30PM due to late Bus and Restaurant had closed as official time 11PM. I knew it'd been late but I requested for food order to  staff who were sweeping floor. They didn't allow me to get order because of late.But suddenly a KFC senior member was going to home and saw me while standing on gate so he asked  "" what are you requesting for ""... I told my problem. And He let me get order from his reserved order which were supposed to delivery later. I really appreciated him a lot and said thanks to him, because he really helped me.",4 years ago,2025-11-05 16:53:35.362853,5.0,Ranjeet Vidyapati,191,https://www.google.com/maps/contrib/110281276374757257019/reviews?hl=en,,negative,0.485,0.55,3.82
Ci9DQUlRQUNvZENodHljRjlvT21WTFFXMWpaa3RUTFZSNVVrMTZRVlF3VEhFNFRrRRAB,"Came here expecting fried chicken, got served fried ego instead. Staff here act like gods of chicken - if you dare use a discount, they look at you like you're eating from their salary. Newsflash: customers pay you, not the other way around. Food can't cover up arrogance, and this outlet is proof.",a month ago,2025-11-05 16:53:35.364259,1.0,Aman Tripathi,38,https://www.google.com/maps/contrib/105237753387133125750/reviews?hl=en,,negative,0.601,0.31,1.27
ChZDSUhNMG9nS0VJQ0FnSURybjZuMUNREAE,"It was my third time in KFC in prayagraj the all third time was very awesome regarding services of the staff I have never seen the staff service like this in any other KFC like I have been in Varanasi and Mumbai, the atmosphere was very awesome shell and very lovable ( if you know what I mean 😉 ) , if I talk about the air condition I would give it 3 stars for prayagraj civil lines for prayagraj civil lines for prayagraj civil lines franchise.",a year ago,2025-11-05 16:53:35.365101,5.0,Ashish vishwakarma,16,https://www.google.com/maps/contrib/103569726012361289726/reviews?hl=en,,neutral,0.947,0.6,4.68
ChZDSUhNMG9nS0VJQ0FnSURoMy1tUktBEAE,"I visited KFC today along with my cousin. I was in Prayagraj for few days and had craving for Chicken wings and hence we headed towards KFC. The parking space was ample and the seating capacity of this branch of KFC is quite good. We sat on the ground floor however the first floor seating facility is under construction. We ordered Chicken wings bucket, Veg Burger meal and Non Veg Burger meal. The taste was authentic KFC. Overall we had great time here. Order preparation speed was also super quick.",2 years ago,2025-11-05 16:53:35.366186,4.0,Utkarsh Gupta,334,https://www.google.com/maps/contrib/100448474662352905591/reviews?hl=en,,positive,0.527,0.62,3.55
ChZDSUhNMG9nS0VJQ0FnSUNYcGRqS1lREAE,"Good experience, less crowd, premium quality of foods.",a year ago,2025-11-05 16:53:35.367586,5.0,Akshat Raj,13,https://www.google.com/maps/contrib/112438235454860657199/reviews?hl=en,,positive,0.499,0.11,4.03
ChZDSUhNMG9nS0VJQ0FnSUNHNnIyOU1REAE,my experience in kfc is always disappointing because they serve cold food. One thing i want to say KFC of Allahabad needs good management and good food service and also they need start giving fresh pieces they really need to improve this In frame Tandoori zinger box which includes (zinger burger  2pc hot wings pepsi and fries ) -Rice bowl and pepsi Total cost ₹468,4 years ago,2025-11-05 16:53:35.368461,3.0,Shabana Ibrahim,54,https://www.google.com/maps/contrib/107063892293275795410/reviews?hl=en,,negative,0.428,0.44,2.45
ChZDSUhNMG9nS0VJQ0FnSURGOHQtS1pBEAE,I have always loved the roll sections of the KFC but trust the Chef the twister rolls were the best. The size also as a matter of fact has been shortened I understand the prizing but not up to so much of extent. The krushers were great too but I don't know why the KFC outlet in our Prayagraj seems so deserted with employees and feels like such a sleepy place. Last but not the least the food served hot must be hot and cold must be cold as the golden rule of service says. Best wishes from the Chef.,2 years ago,2025-11-05 16:53:38.249563,5.0,Prattyush Singh,462,https://www.google.com/maps/contrib/115175014009986657591/reviews?hl=en,,positive,0.419,0.6,4.03
ChdDSUhNMG9nS0VJQ0FnSUM3bk1ITTR3RRAB,"Nothing to tell much about KFC, Because you all already know about it.. If you're a chicken lover and your pockets are heavy, then you can visit this place.",Edited a year ago,2025-11-05 16:53:38.250489,4.0,Shikha Singh,54,https://www.google.com/maps/contrib/117910547396219381602/reviews?hl=en,,positive,0.328,0.2,3.14
ChdDSUhNMG9nS0VJQ0FnSURJLVluTHVRRRAB,Is the best place to hangout in city Bareilly basically it is serving non-veg food menus. Staff is extremely helpful for placing an order. Basically the quality food is available here . so if you are looking for a place to hang out with your friends for party of Ritik kitty party then you can visit KFC for sure,6 years ago,2025-11-05 16:53:38.251536,5.0,Shivam Yadav,129,https://www.google.com/maps/contrib/117330991802712372773/reviews?hl=en,,positive,0.664,0.39,4.34
ChdDSUhNMG9nS0VJQ0FnSUMxcExDXy1nRRAB,"The food is actually superb. No compromise has been done with the food , providing the best quality and taste. Definitely worth it. Note- To get your order at the earliest you can order online from either of the 3 machines and the payment can be made through UPI or Net Banking. Rest if you are dealing in cash then you can proceed to the counter. (Multiple E- Vouchers, if you have , can be claimed from the counter).",a year ago,2025-11-05 16:53:38.252795,4.0,Mohd Hamza,9,https://www.google.com/maps/contrib/109232844080603409853/reviews?hl=en,,positive,0.737,0.44,3.82
Ci9DQUlRQUNvZENodHljRjlvT2tOZllUZEtabW8yTTNKV00wRllTRlpHVkhweVQwRRAB,"Very bad service now a days, they don't even have a integrated system for any thing. Worst service.",3 weeks ago,2025-11-05 16:53:38.253575,1.0,Aamarsh Gupta,0,https://www.google.com/maps/contrib/102597024533224840987/reviews?hl=en,,negative,0.915,0.25,1.54
ChZDSUhNMG9nS0VJQ0FnSUN2czlDbFRnEAE,My money got deducted but the order was not placed and even after a few hours I still haven't got my refund. The staff is saying I have to wait but haven't told how much. There is a chance of this being a scam so be careful from this Kfc. I'll notify If I get the refund.,10 months ago,2025-11-05 16:53:38.254406,1.0,Atharva Singh,3,https://www.google.com/maps/contrib/112732674540860454718/reviews?hl=en,,negative,0.804,0.35,1.46
ChZDSUhNMG9nS0VJQ0FnSUM1b3NUUElBEAE,"Visited there at 10:30 pm.  The counter was not busy.  The restaurant was also empty.  Good behavior of staff.  The food tastes the same as every other KFC restaurant, nothing special to mention.  There is no cleanliness",2 years ago,2025-11-05 16:53:38.255226,4.0,Bipin G,44,https://www.google.com/maps/contrib/114621478162985415247/reviews?hl=en,,negative,0.515,0.2,3.11
ChdDSUhNMG9nS0VJQ0FnSUNpdnRPWHBRRRAB,It was a pretty nice experience. But it was hot inside. This is something that I don't like about the place.,Edited 3 years ago,2025-11-05 16:53:38.256327,3.0,Praveen Yadav,47,https://www.google.com/maps/contrib/114138967335686569369/reviews?hl=en,,positive,0.62,0.1,2.9
ChZDSUhNMG9nS0VJQ0FnSUMybTVEUFB3EAE,Is the best place to hangout in city Prayagraj basically it is serving non-veg food menus. Staff is extremely helpful for placing an order. Basically the quality food is available here . so if you are looking for a place to hang out with your friends for party of Ritik kitty party then you can visit KFC for sure,3 years ago,2025-11-05 16:53:38.257854,5.0,Ambuj Shrivastava,66,https://www.google.com/maps/contrib/106871780942266648646/reviews?hl=en,,positive,0.69,0.39,4.38
ChZDSUhNMG9nS0VJQ0FnSUNiMl9tOGNBEAE,Food quantity was lass as compare to price and quality also not very well,a year ago,2025-11-05 16:53:38.259059,3.0,Travelers World,159,https://www.google.com/maps/contrib/113217654750468754752/reviews?hl=en,,positive,0.466,0.12,2.68
Ci9DQUlRQUNvZENodHljRjlvT2toTVpHSm1VazVJY0VjMFF6UTJjMDFJVUcwNVprRRAB,The behaviour of the stuffs was very nasty..... the taste was not good either and I found hair in my food...,2 months ago,2025-11-05 16:53:40.272974,1.0,Nitya Tiwari,22,https://www.google.com/maps/contrib/117061852585462087622/reviews?hl=en,,neutral,0.387,0.2,1.22
Ci9DQUlRQUNvZENodHljRjlvT21aaFVscHVlVzlhTkU5UE9VVnJObE00T0dwSGNVRRAB,After a long time I have visit kfc prayagraj near bus stand wrost service in there staff,a month ago,2025-11-05 16:53:40.273850,1.0,ravi sankar,0,https://www.google.com/maps/contrib/114637711703197750072/reviews?hl=en,,positive,0.419,0.1,1.3
Ci9DQUlRQUNvZENodHljRjlvT21zMmFtWkRVbkprZW1sTE1XMHhia2RRYjJWdFVVRRAB,"KFC OF PRAYAGRAJ IS HORRIBLE,Well i ordered their fried chicken bucket, the chicken was so horrible it tasted bad also the taste pf the coating was too bland, i mean has kfc forgotten that they are serving to humans who are also indian who like taste in their food..this is disappointing.",4 months ago,2025-11-05 16:53:40.274891,1.0,Aishwarya Singh,0,https://www.google.com/maps/contrib/107335828620609406101/reviews?hl=en,,negative,0.874,0.4,1.54
Ci9DQUlRQUNvZENodHljRjlvT2kweE5qaFpVbEZyU1hjNGMycExlRkprZUVZemJWRRAB,"Very nice service., staff behaviour so good .. so polite ☺️",2 months ago,2025-11-05 16:53:40.276205,5.0,Komal Verma,1,https://www.google.com/maps/contrib/116223561605681801758/reviews?hl=en,,positive,0.567,0.22,4.16
ChZDSUhNMG9nS0VJQ0FnSURkdDUtVWNBEAE,"The Chicken served here is not Halal. I didn't knew it at the time of consuming it. Although, the staff says it Halal, it isn't. The chicken is processed through machines and cooked. So, Consider going other places.",Edited a year ago,2025-11-05 16:53:40.277388,2.0,Mohd. Aliyul Azim Khan,12,https://www.google.com/maps/contrib/113616187698109561265/reviews?hl=en,,negative,0.542,0.13,1.82
Ci9DQUlRQUNvZENodHljRjlvT2sxa056a3dXV1UwTW5KblVtVTVSRGxVT1hoWE5GRRAB,"One of the Worst KFC I have ever been to, there were so many flies in the restro and the food sucks as well 🤢",a week ago,2025-11-05 16:53:40.278279,2.0,Arun Kataria,0,https://www.google.com/maps/contrib/111058974546652984035/reviews?hl=en,,negative,0.951,0.23,2.21
ChdDSUhNMG9nS0VJQ0FnSUR5ckpQZnBBRRAB,Good place for chicken 🍗 lover's. Awesome stuff are served here. You have to wait a bit for your order but overall it was a nice experience here. …,4 years ago,2025-11-05 16:53:40.279247,4.0,Mohd Shariq Arshad,26,https://www.google.com/maps/contrib/107547351360197983724/reviews?hl=en,,positive,0.526,0.25,3.45
ChZDSUhNMG9nS0VJQ0FnSURRdlB5MVZnEAE,"I havnt clicked any pic just bcz my mood a bit off.......  My favourite krushher was not available.... half the food item are not even in the menu like in Delhi or Mumbai.....  Still, taste is like it should be expected from kfc worldover...  usually crowded....",Edited 6 years ago,2025-11-05 16:53:40.280688,2.0,Rishi Saxena,146,https://www.google.com/maps/contrib/108376831038659617239/reviews?hl=en,,positive,0.373,0.38,1.95
ChZDSUhNMG9nS0VJQ0FnSUN6ODRtWVNREAE,Excellent food 😋 and great service staff I got my order at a glance nice service,a year ago,2025-11-05 16:53:40.282272,4.0,shiv kumar,125,https://www.google.com/maps/contrib/108453155262745164682/reviews?hl=en,,positive,0.748,0.29,3.79
ChZDSUhNMG9nS0VJQ0FnSUN2bWRPOVZBEAE,Located on main civil lines road with adequate four wheeler n two wheeler parking space on service road itself. Delhi bound buses commence from here only.. it's a happening place. Staff is very cooperative professional n good. Visit here with family friends and girlfriends. Overall experience is excellent outstanding marvellous and different..,10 months ago,2025-11-05 16:53:40.283224,5.0,anwar khan,175,https://www.google.com/maps/contrib/106457112387632735407/reviews?hl=en,,positive,0.656,0.37,4.33
ChZDSUhNMG9nS0VJQ0FnSURVd0s3R1pREAE,"Best place of chicken lovers and serve tasty food, good service and polite staff.",6 years ago,2025-11-05 16:53:42.715438,4.0,Pradeep Anand,43,https://www.google.com/maps/contrib/112635858273099831860/reviews?hl=en,,positive,0.723,0.25,3.75
ChdDSUhNMG9nS0VJQ0FnSURhNjlEczJRRRAB,"They are showing something else in menu and serving something different type of food. I ordered a combo of Ginger burger,coke and french fries.... But they gave me only burger and i had to pay extra for soft drink and they didn't even gave me french fries. It was very disappointing...!!😕 …",4 years ago,2025-11-05 16:53:42.716442,3.0,Maxx Dudi,62,https://www.google.com/maps/contrib/109082960733641636472/reviews?hl=en,,negative,0.458,0.28,2.43
ChZDSUhNMG9nS0VJQ0FnSUNNeDRuX05BEAE,"So goooooood ♥️ Sufficient amount of sitting space, nice environment, well behaved staff. Delicious Food",5 years ago,2025-11-05 16:53:42.717363,4.0,Deepali Prasad,30,https://www.google.com/maps/contrib/117717028190922858506/reviews?hl=en,,positive,0.488,0.21,3.38
Ci9DQUlRQUNvZENodHljRjlvT2xnMWRVcFhRVE0yVURWV01WODBUM0JMYWt4MVowRRAB,WORST EXPERIENCE WITH YOUR STORE SPECIALLY WITH YOUR STORE MANAGER MR MRITUNJAY... NOT HELPFUL AT ALL I WISH THIS POST HAD 0 STARS,4 months ago,2025-11-05 16:53:42.718330,1.0,Mountop Global,0,https://www.google.com/maps/contrib/106218725897482695929/reviews?hl=en,,negative,0.978,0.2,1.58
Ci9DQUlRQUNvZENodHljRjlvT25GR1RIcE5SMDlLVVVKTlExQkxVRkZzWm5kb01XYxAB,Very bad behaviour of staff . Don’t even know how to talk . Don’t go to this place with family,a month ago,2025-11-05 16:53:42.719309,1.0,BALRAM YADAV,0,https://www.google.com/maps/contrib/112170222082464282415/reviews?hl=en,,negative,0.704,0.18,1.33
ChZDSUhNMG9nS0VJQ0FnSUQydXJ6OVFnEAE,It's the same fried chicken but the fact that they aren't serving the same quality as other KFCs around the country. However it's a big establishment and has two floors. And is apt for small parties and get togethers.,3 years ago,2025-11-05 16:53:42.720325,4.0,Navneet Singh Durgavanshi,150,https://www.google.com/maps/contrib/117902802941658040660/reviews?hl=en,,neutral,0.428,0.23,3.24
ChZDSUhNMG9nS0VJQ0FnSUM5cElEUE9BEAE,Kfc 🍟➕🍔➕🍗 ... Finger licking good... After the renovation this place became more beautiful... Located next to Prayagraj bus stand...,a year ago,2025-11-05 16:53:42.721835,5.0,Pradeep John,60,https://www.google.com/maps/contrib/105762944768865105643/reviews?hl=en,,positive,0.461,0.06,3.96
ChZDSUhNMG9nS0VJQ0FnSUQ5MmUyMWNnEAE,"Taste was 3 out of 5, sometimes you have to wait quite long for seats",a year ago,2025-11-05 16:53:42.723559,4.0,Ujjwal Mishra,14,https://www.google.com/maps/contrib/109756173166118531289/reviews?hl=en,,neutral,0.502,0.07,3.3
ChdDSUhNMG9nS0VJQ0FnSUNTd0lIUndnRRAB,Service 5/5 Quality of chicken 3/5 Go for red spicy chicken Don't go for rice bowl .Just khichdi KFC improve,4 years ago,2025-11-05 16:53:42.724967,3.0,Vikash Mishra,59,https://www.google.com/maps/contrib/103061071284945213628/reviews?hl=en,,neutral,0.301,0.18,2.4
ChdDSUhNMG9nS0VJQ0FnSUNEbnNDWWx3RRAB,"really bad experience, there was a nut bolt in my chicken fried rice.  do not recommend at all",a year ago,2025-11-05 16:53:42.725958,1.0,Saatvika Singh,1,https://www.google.com/maps/contrib/106760231601218910376/reviews?hl=en,,negative,0.62,0.22,1.26
Ci9DQUlRQUNvZENodHljRjlvT21WWldYSjFTbnAxTjI5dFJUUjNja1JCV1dORGVtYxAB,"Very poor all of thing's, very bad experience, I have decided that never gone any KFC of all over word",a month ago,2025-11-05 16:53:46.329178,1.0,Sameer Khan,25,https://www.google.com/maps/contrib/112518542846213537600/reviews?hl=en,,negative,0.815,0.24,1.44
ChZDSUhNMG9nS0VJQ0FnSUM3aGREa1dBEAE,"Really good environment and staffs, it was self service and I didn't have to wait a lot.",a year ago,2025-11-05 16:53:46.330306,4.0,PRAJWAL SINGH,12,https://www.google.com/maps/contrib/105627823272441529529/reviews?hl=en,,positive,0.467,0.2,3.35
Ci9DQUlRQUNvZENodHljRjlvT21Sb1UxVlhWWEpHZVhGQ05UQmljRkp5Y0Y5YVJtYxAB,"I ate non veg burger here, it tasted very good❤️‍🔥👍",a month ago,2025-11-05 16:53:46.331509,4.0,Shivesh Kori,66,https://www.google.com/maps/contrib/105574217301479180836/reviews?hl=en,,negative,0.383,0.08,2.96
ChZDSUhNMG9nS0VJQ0FnTUNZOXNQR1JBEAE,Their room services are too good I will book their services again for sure Highly recommended to all,6 months ago,2025-11-05 16:53:46.332550,5.0,R.k R.k,0,https://www.google.com/maps/contrib/114500277652407695290/reviews?hl=en,,positive,0.578,0.25,4.18
ChdDSUhNMG9nS0VJQ0FnTUNZX3VQZnhnRRAB,"Pathetic staff, Doesn't know how to behave or serve to customers. Tables were dirty, staff was missing. Took more than 30mins on one small order.",6 months ago,2025-11-05 16:53:46.333926,1.0,Priyansh Bhambri,84,https://www.google.com/maps/contrib/117830626392298228102/reviews?hl=en,,negative,0.78,0.24,1.41
ChdDSUhNMG9nS0VJQ0FnTUNvdkxERnZnRRAB,"Staff forced to order from kiosk machine that was annoying, slow service.",6 months ago,2025-11-05 16:53:46.335197,3.0,Nilesh Verma,75,https://www.google.com/maps/contrib/100875362267570186841/reviews?hl=en,,negative,0.494,0.2,2.44
ChdDSUhNMG9nS0VJQ0FnSURobzl6Q2pnRRAB,All thing is good when it's KFC.. the staff.. the food.. cleanliness and the interior..just awesome,2 years ago,2025-11-05 16:53:46.336601,5.0,Amir Husain,22,https://www.google.com/maps/contrib/100273675805592428865/reviews?hl=en,,positive,0.535,0.21,4.11
ChZDSUhNMG9nS0VJQ0FnSUNaeEphVkFnEAE,"Kfc is a super exciting name and food for me, I've always experienced good food and staff all around but I visited this branch in pryagraj and got disappointed , the staff was not so good , and the availability of food was zero .",2 years ago,2025-11-05 16:53:46.337873,1.0,Mohammad Kasha,10,https://www.google.com/maps/contrib/102477760729881472971/reviews?hl=en,,neutral,0.287,0.3,1.11
ChdDSUhNMG9nS0VJQ0FnSUMweXVQbnZnRRAB,* Very nice restaurant for quick bite. * Both vage and non vage burgers are available. * Shakes are also good. * Value for money. * Overall a good restaurant to visit. * Card payment are also available. * Carry away facility are available. * Also offers home delivery.,6 years ago,2025-11-05 16:53:46.339016,5.0,Shivam Pal,355,https://www.google.com/maps/contrib/101150890570294232274/reviews?hl=en,,positive,0.599,0.32,4.23
Ci9DQUlRQUNvZENodHljRjlvT21KamFGcEZjR0phVGxsVVRXRjBhRkkyVGpOS1ZuYxAB,Food is good but the service is not good,a month ago,2025-11-05 16:53:46.340358,3.0,legit INDIA,16,https://www.google.com/maps/contrib/105003667918630297018/reviews?hl=en,,positive,0.541,0.19,2.81
Ci9DQUlRQUNvZENodHljRjlvT2s1cE5GVkpRblJ5UWkxZlQweFRVSEpsWWpSM1FsRRAB,Kfc in prayagraj i found ok only. May b the case for all kfc. Chicken half cooked.,3 months ago,2025-11-05 16:53:48.793450,3.0,JITENDRA CHAUHAN,58,https://www.google.com/maps/contrib/108146519134215864175/reviews?hl=en,,neutral,0.401,0.13,2.52
Ci9DQUlRQUNvZENodHljRjlvT214MU9VTnlUWGwxYW5GU2VEaHJWalY1VWsxclRIYxAB,"I'm hard core vegetarian, they don't have separate kitchen for vegetarian",4 months ago,2025-11-05 16:53:48.794974,1.0,Achaal Kumar Gupta,112,https://www.google.com/maps/contrib/100347048614692454132/reviews?hl=en,,neutral,0.288,0.07,1.06
ChdDSUhNMG9nS0VJQ0FnSURXM2ZlV2pRRRAB,"Worst service  ever seen at KFC,  first it took more than 30 mins to place the order.  Though there are two counters,  only one was working. When requested  to take the orders a bit faster, the counter person politely said "" Card payments  are working  slow, I was in the queue for more than 30 mins and they took only 4 orders before mine.  4 orders in 30 mins.  Finally after placing  the order, I came to the delivery counter,   you can see the crowd there ( photo uploaded)  just 2 burgers delivery again took more than 30 mins.  You should  change the name  or change your  service  pattern, please  don't ruin the fame of KFC.  Ordered  2 Classic spicy burgers  with small popcorn,  plac",3 years ago,2025-11-05 16:53:48.796360,2.0,Sumita Bindhani,1,https://www.google.com/maps/contrib/104314058628916074057/reviews?hl=en,,negative,0.934,0.42,2.25
Ci9DQUlRQUNvZENodHljRjlvT21JMVdEQmpYMHN0UW5wdUxYQm9hMDVyWHpndFVsRRAB,Very bad experience  cold food served Not tasty,3 months ago,2025-11-05 16:53:48.797382,1.0,osama meraj,6,https://www.google.com/maps/contrib/104877583491787371684/reviews?hl=en,,negative,0.618,0.14,1.24
